Course Code,Professor,Enrolled Count,Course Rec %,Prof Rec %,Hours/Week,Grade
,"Talbot, Jan B",63,80.0%,81.8%,9.05,B+ (3.44)
,"Talbot, Jan B",63,80.0%,81.8%,9.05,B+ (3.44)
,"Talbot, Jan B",63,80.0%,81.8%,9.05,B+ (3.44)
,"Zhang, Liangfang                   ",63,80.0%,100.0%,9.23,B+ (3.44)
,"Herz, Richard K                    ",42,50.0%,35.7%,9.50,B+ (3.31)
,"Herz, Richard K                    ",42,50.0%,35.7%,9.50,B+ (3.31)
,"Chau, Pao C.                  ",29,87.5%,75.0%,9.94,B+ (3.46)
,"Zhang, Liangfang",39,84.2%,89.5%,10.61,B+ (3.31)
,"Zhang, Liangfang",39,84.2%,89.5%,10.61,B+ (3.31)
,"Zhang, Liangfang",39,84.2%,89.5%,10.61,B+ (3.31)
,"Zhang, Liangfang",39,84.2%,89.5%,10.61,B+ (3.31)
,"Zhang, Liangfang",39,84.2%,89.5%,10.61,B+ (3.31)
,"Zhang, Liangfang",39,84.2%,89.5%,10.61,B+ (3.31)
,"Chen, Zheng",49,100.0%,95.8%,8.26,A- (3.76)
,"Chen, Zheng",49,100.0%,95.8%,8.26,A- (3.76)
,"Chen, Zheng",49,100.0%,95.8%,8.26,A- (3.76)
,"Fenning, David",134,95.3%,97.7%,7.85,A- (3.72)
,"Fenning, David",134,95.3%,97.7%,7.85,A- (3.72)
,"Fenning, David",134,95.3%,97.7%,7.85,A- (3.72)
,"Fenning, David",134,95.3%,97.7%,7.85,A- (3.72)
,"Vazquez Mena, Oscar",134,95.3%,90.7%,7.85,A- (3.72)
,"Vazquez Mena, Oscar",134,95.3%,90.7%,7.85,A- (3.72)
,"Yang, Kesong",134,95.3%,100.0%,7.85,A- (3.72)
,"Yang, Kesong",134,95.3%,100.0%,7.85,A- (3.72)
,"Yang, Kesong",134,95.3%,100.0%,7.85,A- (3.72)
,"Yang, Kesong",134,95.3%,100.0%,7.85,A- (3.72)
,"Yang, Kesong",134,95.3%,100.0%,7.85,A- (3.72)
,"Xu, Sheng",136,100.0%,90.7%,7.18,A- (3.81)
,"Xu, Sheng",136,100.0%,90.7%,7.18,A- (3.81)
,"Ramin, Leyla",118,100.0%,90.0%,7.63,B+ (3.64)
COCU 175,"Tanaka, Stefan A.                  ",25,55.6%,66.7%,5.83,B- (2.86)
,"Alac, Morana                       ",28,100.0%,100.0%,5.23,A- (3.74)
,"Davis, Zeinabu I.                  ",28,52.0%,68.0%,4.74,B (3.21)
,"Desir, Pierre                      ",28,54.2%,75.0%,4.67,B (3.21)
,"McKenna, Denise                    ",60,62.5%,70.8%,3.92,B (3.16)
,"McKenna, Denise                    ",60,62.5%,70.8%,3.92,B (3.16)
,"Ellis, Ryan Nelson                 ",10,100.0%,100.0%,3.50,N/A
,"Ellis, Ryan Nelson                 ",10,100.0%,100.0%,3.50,N/A
,"Ellis, Ryan Nelson                 ",10,100.0%,100.0%,3.50,N/A
,"Markovitz, Jonathan Paul           ",34,93.3%,100.0%,5.57,B (3.24)
,"Markovitz, Jonathan Paul           ",34,93.3%,100.0%,5.57,B (3.24)
,"Young, Naomi                       ",39,100.0%,90.9%,6.68,A- (3.78)
,"Young, Naomi                       ",39,100.0%,90.9%,6.68,A- (3.78)
,"Young, Naomi                       ",39,100.0%,90.9%,6.68,A- (3.78)
,"Bloom, Lisa E                      ",24,100.0%,92.3%,3.42,B (3.22)
,"Bloom, Lisa E                      ",24,100.0%,92.3%,3.42,B (3.22)
,"Schwartz, Hillel                   ",34,57.1%,64.3%,5.31,B- (2.79)
,"Kuchinskaya, Olga",13,60.0%,70.0%,4.30,N/A
,"Schwartz, Hillel",11,100.0%,90.9%,4.50,N/A
,"Serlin, David                      ",54,90.9%,95.3%,5.07,B- (2.95)
,"Serlin, David                      ",54,90.9%,95.3%,5.07,B- (2.95)
,"Markovitz, Jonathan Paul      ",15,100.0%,100.0%,4.36,N/A
,"Bloom, Lisa E                 ",56,94.6%,83.8%,3.66,B+ (3.38)
,"Schwartz, Hillel              ",8,87.5%,87.5%,5.64,N/A
,"Hanson, Michael E             ",59,88.4%,90.5%,3.43,B- (2.99)
,"Govil, Nitin                  ",55,88.2%,93.9%,4.56,B (3.16)
,"Davis, Zeinabu I.             ",23,100.0%,100.0%,3.83,B+ (3.40)
,"Anderson, Patrick W.          ",30,100.0%,100.0%,5.09,N/A
,"Osborn, Wayne H.              ",23,100.0%,100.0%,4.72,N/A
POLI 194,"Hill, Seth J",18,100.0%,75.0%,1.50,N/A
POLI 194,"Hill, Seth J",18,100.0%,75.0%,1.50,N/A
POLI 194,"Hill, Seth J",18,100.0%,75.0%,1.50,N/A
POLI 194,"Hill, Seth J",18,100.0%,75.0%,1.50,N/A
,"Kernell, Samuel H.",22,100.0%,66.7%,7.50,B+ (3.61)
,"Kernell, Samuel H.",22,100.0%,66.7%,7.50,B+ (3.61)
,"Kernell, Samuel H.",22,100.0%,66.7%,7.50,B+ (3.61)
,"Kernell, Samuel H.",22,100.0%,66.7%,7.50,B+ (3.61)
,"Kernell, Samuel H.                 ",11,60.0%,60.0%,4.10,N/A
,"Kernell, Samuel H.                 ",11,60.0%,60.0%,4.10,N/A
,"Kernell, Samuel H.                 ",11,60.0%,60.0%,4.10,N/A
,"Kernell, Samuel H.                 ",11,60.0%,60.0%,4.10,N/A
,"Kernell, Samuel H.                 ",11,60.0%,60.0%,4.10,N/A
,"Kernell, Samuel H.                 ",11,60.0%,60.0%,4.10,N/A
,"Kernell, Samuel H.                 ",11,60.0%,60.0%,4.10,N/A
,"Bridges, Amy                       ",29,100.0%,100.0%,4.50,B+ (3.44)
LTRU 1A,"Wells, Patricia Rebecca",24,100.0%,100.0%,4.36,B+ (3.62)
LTRU 1A,"Wells, Patricia Rebecca",24,100.0%,100.0%,4.36,B+ (3.62)
LTRU 1A,"Wells, Patricia Rebecca",24,100.0%,100.0%,4.36,B+ (3.62)
LTRU 1A,"Wells, Patricia Rebecca",24,100.0%,100.0%,4.36,B+ (3.62)
LTRU 1A,"Wells, Patricia Rebecca",24,100.0%,100.0%,4.36,B+ (3.62)
LTRU 1A,"Wells, Patricia Rebecca",24,100.0%,100.0%,4.36,B+ (3.62)
LTRU 1A,"Wells, Patricia Rebecca",24,100.0%,100.0%,4.36,B+ (3.62)
LTRU 1A,"Wells, Patricia Rebecca",24,100.0%,100.0%,4.36,B+ (3.62)
LTRU 1A,"Wells, Patricia Rebecca",24,100.0%,100.0%,4.36,B+ (3.62)
LTRU 1A,"Wells, Patricia Rebecca",24,100.0%,100.0%,4.36,B+ (3.62)
,"Wells, Patricia Rebecca            ",27,100.0%,100.0%,7.59,A- (3.76)
,"Wells, Patricia Rebecca            ",27,100.0%,100.0%,7.59,A- (3.76)
,"Wells, Patricia Rebecca            ",27,100.0%,100.0%,7.59,A- (3.76)
,"Wells, Patricia Rebecca            ",27,100.0%,100.0%,7.59,A- (3.76)
LTRU 1C,"Wells, Patricia Rebecca",20,100.0%,100.0%,4.00,A- (3.86)
LTRU 1C,"Wells, Patricia Rebecca",20,100.0%,100.0%,4.00,A- (3.86)
LTRU 1C,"Wells, Patricia Rebecca",20,100.0%,100.0%,4.00,A- (3.86)
LTRU 1C,"Wells, Patricia Rebecca",20,100.0%,100.0%,4.00,A- (3.86)
LTRU 1C,"Wells, Patricia Rebecca",20,100.0%,100.0%,4.00,A- (3.86)
LTRU 1C,"Wells, Patricia Rebecca",20,100.0%,100.0%,4.00,A- (3.86)
LTRU 1C,"Wells, Patricia Rebecca",20,100.0%,100.0%,4.00,A- (3.86)
LTRU 1C,"Wells, Patricia Rebecca",20,100.0%,100.0%,4.00,A- (3.86)
,"Wells, Patricia Rebecca            ",18,100.0%,100.0%,11.50,N/A
,"Wells, Patricia Rebecca            ",18,100.0%,100.0%,11.50,N/A
,"Wells, Patricia Rebecca            ",18,100.0%,100.0%,11.50,N/A
,"Wells, Patricia Rebecca            ",18,100.0%,100.0%,11.50,N/A
LIHL 134X,"Tran, Thuan                   ",13,100.0%,100.0%,3.83,N/A
LIHL 134X,"Tran, Thuan                   ",13,100.0%,100.0%,3.83,N/A
LIHL 134X,"Tran, Thuan                   ",13,100.0%,100.0%,3.83,N/A
SOCI 133,"Calderon-Zaks, Michael Aar",8,85.7%,85.7%,5.93,N/A
SOCI 133,"Calderon-Zaks, Michael Aar",8,85.7%,85.7%,5.93,N/A
,"Fitzgerald, David S",44,100.0%,100.0%,5.73,B (3.20)
,"Fitzgerald, David S                ",84,86.8%,86.8%,5.34,B (3.10)
MATH 106,"Izadi, Elham",9,100.0%,100.0%,9.50,N/A
HDP 1,"Reese, Clarissa Jane",122,91.5%,89.1%,3.59,B+ (3.42)
HDP 1,"Reese, Clarissa Jane",122,91.5%,89.1%,3.59,B+ (3.42)
HDP 1,"Reese, Clarissa Jane",122,91.5%,89.1%,3.59,B+ (3.42)
,"Ackerman, Farrell",212,93.3%,91.4%,3.75,B+ (3.52)
,"Ackerman, Farrell",212,93.3%,91.4%,3.75,B+ (3.52)
,"Ackerman, Farrell",212,93.3%,91.4%,3.75,B+ (3.52)
,"Ackerman, Farrell",212,93.3%,91.4%,3.75,B+ (3.52)
,"Ackerman, Farrell",212,93.3%,91.4%,3.75,B+ (3.52)
,"Ackerman, Farrell",212,93.3%,91.4%,3.75,B+ (3.52)
,"Ackerman, Farrell                  ",256,87.6%,75.2%,4.31,B+ (3.47)
,"Ackerman, Farrell                  ",256,87.6%,75.2%,4.31,B+ (3.47)
,"Stiles, Joan                       ",244,84.3%,82.9%,4.21,C+ (2.66)
,"Stiles, Joan                       ",244,84.3%,82.9%,4.21,C+ (2.66)
PSYC 147,"Wong, Lauren Hitomi",75,93.9%,96.9%,5.41,B+ (3.43)
PSYC 147,"Wong, Lauren Hitomi",75,93.9%,96.9%,5.41,B+ (3.43)
,"Gorman, Michael R.",30,100.0%,100.0%,6.90,A- (3.75)
,"Frederick, David A",38,96.6%,100.0%,5.36,B (3.14)
,"Oliver, Taylor",43,90.9%,81.8%,5.59,B (3.09)
,"Oliver, Taylor",43,90.9%,81.8%,5.59,B (3.09)
,"Wanic, Rebekah Amelie",73,84.2%,100.0%,6.74,B (3.19)
,"Wanic, Rebekah Amelie",73,84.2%,100.0%,6.74,B (3.19)
,"Wanic, Rebekah Amelie              ",56,100.0%,100.0%,6.28,B+ (3.54)
,"Wanic, Rebekah Amelie              ",56,100.0%,100.0%,6.28,B+ (3.54)
PSYC 144,"Wixted, John T",46,100.0%,100.0%,5.28,B- (2.95)
PSYC 144,"Wixted, John T",46,100.0%,100.0%,5.28,B- (2.95)
PSYC 144,"Wixted, John T",46,100.0%,100.0%,5.28,B- (2.95)
PSYC 144,"Wixted, John T",46,100.0%,100.0%,5.28,B- (2.95)
PSYC 144,"Wixted, John T",46,100.0%,100.0%,5.28,B- (2.95)
PSYC 144,"Wixted, John T",46,100.0%,100.0%,5.28,B- (2.95)
PSYC 144,"Wixted, John T",46,100.0%,100.0%,5.28,B- (2.95)
PSYC 144,"Wixted, John T",46,100.0%,100.0%,5.28,B- (2.95)
PSYC 144,"Wixted, John T",46,100.0%,100.0%,5.28,B- (2.95)
PSYC 144,"Wixted, John T",46,100.0%,100.0%,5.28,B- (2.95)
PSYC 144,"Wixted, John T",46,100.0%,100.0%,5.28,B- (2.95)
PSYC 144,"Wixted, John T",46,100.0%,100.0%,5.28,B- (2.95)
PSYC 144,"Wixted, John T",46,100.0%,100.0%,5.28,B- (2.95)
PSYC 144,"Wixted, John T",46,100.0%,100.0%,5.28,B- (2.95)
,"Wilson, Brent M",270,90.7%,93.1%,4.53,B (3.16)
,"Howell, Kristin Kimberly",18,92.3%,100.0%,7.42,N/A
,"Greenhouse, Ian M                  ",44,93.8%,100.0%,6.88,B- (2.80)
,"Shuman, Tristan                    ",37,85.7%,85.7%,6.02,B- (2.94)
,"Kang, Sean H.                      ",48,96.4%,92.9%,4.91,B (3.17)
,"Kang, Sean H.                      ",48,96.4%,92.9%,4.91,B (3.17)
,"Cai, Denise Jade                   ",53,94.7%,100.0%,4.92,N/A
,"Cai, Denise Jade                   ",53,94.7%,100.0%,4.92,N/A
,"Wood, Suzanne Courtney             ",37,95.7%,100.0%,3.75,B (3.17)
,"Wood, Suzanne Courtney             ",37,95.7%,100.0%,3.75,B (3.17)
,"Sage, Jennifer                ",46,100.0%,100.0%,3.57,B+ (3.44)
,"Anagnostaras, Stephan         ",30,95.7%,100.0%,4.58,N/A
PSYC 145,"Li, Chuchu",80,100.0%,100.0%,4.90,B (3.05)
,"Ahn, Danbi",73,96.5%,96.5%,3.97,B (3.23)
,"Momma, Shota",75,95.2%,100.0%,3.13,A- (3.81)
,"Momma, Shota",75,95.2%,100.0%,3.13,A- (3.81)
,"Momma, Shota",75,95.2%,100.0%,3.13,A- (3.81)
,"Athanasopoulou, Angeliki",41,66.7%,27.8%,4.94,B (3.23)
,"Belanger, Nathalie",50,87.1%,83.9%,3.73,C+ (2.53)
,"Bosworth, Rain Grant",11,100.0%,100.0%,6.06,N/A
,"Rayner, Keith",40,75.0%,70.8%,6.15,B- (2.75)
,"Rayner, Keith",40,75.0%,70.8%,6.15,B- (2.75)
,"Schotter, Elizabeth Roye",50,70.8%,87.5%,6.15,B- (2.75)
,"Sullivan, Jessica Lynn",11,100.0%,100.0%,3.83,N/A
,"Kleinman, Daniel Gregory           ",20,80.0%,100.0%,5.70,B (3.12)
,"Callahan, Sarah M.                 ",53,60.5%,84.2%,5.12,B- (2.89)
,"Kraljic, Tanya                ",66,86.7%,95.5%,2.72,B (3.20)
,"Cardillo, Eileen R.           ",9,85.7%,100.0%,7.07,N/A
PSYC 142,"Root, Nicholas Bernard",9,100.0%,100.0%,4.50,N/A
PSYC 142,"Root, Nicholas Bernard",9,100.0%,100.0%,4.50,N/A
PSYC 142,"Root, Nicholas Bernard",9,100.0%,100.0%,4.50,N/A
PSYC 142,"Root, Nicholas Bernard",9,100.0%,100.0%,4.50,N/A
PSYC 142,"Root, Nicholas Bernard",9,100.0%,100.0%,4.50,N/A
,"Fleischer, Jason G",29,88.9%,100.0%,4.94,B (3.12)
,"Edelman, David B",46,83.3%,72.2%,5.09,B (3.21)
,"Edelman, David B",46,83.3%,72.2%,5.09,B (3.21)
,"Oved, Iris",44,73.7%,73.7%,4.28,A- (3.76)
,"Oved, Iris",44,73.7%,73.7%,4.28,A- (3.76)
,"Sammartino, Jonathan",196,85.7%,95.6%,4.96,B- (2.97)
,"Sammartino, Jonathan",196,85.7%,95.6%,4.96,B- (2.97)
,"Sammartino, Jonathan",196,85.7%,95.6%,4.96,B- (2.97)
,"Sammartino, Jonathan               ",57,89.8%,100.0%,6.75,B (3.18)
,"Jang, Yoonhee                      ",192,75.0%,55.0%,5.02,B (3.21)
,"Sher, Shlomo                       ",196,91.1%,95.9%,4.42,B (3.03)
,"Sher, Shlomo",109,89.6%,98.5%,4.18,B (3.04)
COCU 170,"Harris, Chad V                     ",104,92.1%,83.8%,3.87,B (3.11)
COCU 170,"Harris, Chad V                     ",104,92.1%,83.8%,3.87,B (3.11)
COCU 170,"Harris, Chad V                     ",104,92.1%,83.8%,3.87,B (3.11)
PSYC 140,"Kennelly, Arthur Edwin",21,80.0%,100.0%,6.10,B (3.07)
PSYC 140,"Kennelly, Arthur Edwin",21,80.0%,100.0%,6.10,B (3.07)
,"Meyer, Stephen F",21,80.0%,100.0%,6.10,B (3.07)
,"Meyer, Stephen F",21,80.0%,100.0%,6.10,B (3.07)
,"Kennelly, Arthur Edwin             ",39,92.9%,100.0%,7.42,B (3.23)
,"Meyer, Stephen F                   ",39,92.3%,100.0%,7.67,B (3.23)
,"Fantino, Edmund J.",42,89.7%,93.1%,6.43,B+ (3.51)
PSYC 141,"McCullough, Michael E",109,96.8%,98.9%,5.15,B+ (3.43)
PSYC 141,"McCullough, Michael E",109,96.8%,98.9%,5.15,B+ (3.43)
PSYC 141,"McCullough, Michael E",109,96.8%,98.9%,5.15,B+ (3.43)
,"Breit, Kristen Rian",67,90.0%,100.0%,4.98,A- (3.92)
,"Breit, Kristen Rian",67,90.0%,100.0%,4.98,A- (3.92)
,"Broccard Bell, Heather Chr",12,100.0%,100.0%,5.39,N/A
,"Broccard Bell, Heather Chr",12,100.0%,100.0%,5.39,N/A
,"Mac Leod, Donald I.",23,85.7%,85.7%,3.64,B+ (3.55)
,"Mac Leod, Donald I.",23,85.7%,85.7%,3.64,B+ (3.55)
,"Mac Leod, Donald I.",23,85.7%,85.7%,3.64,B+ (3.55)
,"Mac Leod, Donald I.",23,85.7%,85.7%,3.64,B+ (3.55)
,"Mac Leod, Donald I.                ",24,85.7%,85.7%,6.21,B+ (3.46)
,"Mac Leod, Donald I.                ",24,85.7%,85.7%,6.21,B+ (3.46)
,"Mac Leod, Donald I.                ",24,85.7%,85.7%,6.21,B+ (3.46)
,"Mac Leod, Donald I.                ",24,85.7%,85.7%,6.21,B+ (3.46)
,"Mac Leod, Donald I.                ",24,85.7%,85.7%,6.21,B+ (3.46)
,"Macleod, Donald                    ",7,66.7%,66.7%,5.17,N/A
,"Mac Leod, Donald I.           ",22,86.7%,93.3%,2.93,B+ (3.42)
MAE 148,"Silberman, Jack",10,60.0%,40.0%,12.90,N/A
MAE 148,"Silberman, Jack",10,60.0%,40.0%,12.90,N/A
MAE 148,"Silberman, Jack",10,60.0%,40.0%,12.90,N/A
MAE 148,"Silberman, Jack",10,60.0%,40.0%,12.90,N/A
MAE 148,"Silberman, Jack",10,60.0%,40.0%,12.90,N/A
MAE 148,"Silberman, Jack",10,60.0%,40.0%,12.90,N/A
MAE 148,"Silberman, Jack",10,60.0%,40.0%,12.90,N/A
MAE 148,"Silberman, Jack",10,60.0%,40.0%,12.90,N/A
MAE 148,"Silberman, Jack",10,60.0%,40.0%,12.90,N/A
MAE 148,"Silberman, Jack",10,60.0%,40.0%,12.90,N/A
MAE 148,"Silberman, Jack",10,60.0%,40.0%,12.90,N/A
,"de Oliveira, Mauricio",11,80.0%,100.0%,10.10,N/A
,"de Oliveira, Mauricio",11,80.0%,100.0%,10.10,N/A
,"de Oliveira, Mauricio",11,80.0%,100.0%,10.10,N/A
,"de Oliveira, Mauricio",11,80.0%,100.0%,10.10,N/A
PHIL 181,"Hardimon, Michael O.",37,90.0%,80.0%,5.70,B+ (3.61)
PHIL 181,"Hardimon, Michael O.",37,90.0%,80.0%,5.70,B+ (3.61)
,"Tolley, Clinton",61,96.0%,91.7%,4.98,B (3.29)
,"Tolley, Clinton",61,96.0%,91.7%,4.98,B (3.29)
,"Jankowiak, Tim                     ",31,100.0%,100.0%,9.79,C+ (2.54)
,"Hardimon, Michael O.               ",35,85.7%,100.0%,5.07,B- (2.77)
,"Hardimon, Michael O.               ",35,85.7%,100.0%,5.07,B- (2.77)
,"Watkins, Eric                      ",28,100.0%,100.0%,5.83,N/A
,"Brown, Matthew J.                  ",30,92.6%,92.3%,7.71,N/A
,"Irwin, Kristen A.             ",19,100.0%,94.4%,7.50,N/A
ETHN 100A,"Frank, Ross H.",35,87.5%,87.5%,7.50,B (3.16)
ETHN 100A,"Frank, Ross H.",35,87.5%,87.5%,7.50,B (3.16)
,"Espiritu, Yen",32,100.0%,100.0%,4.50,B+ (3.41)
,"Espiritu, Yen",32,100.0%,100.0%,4.50,B+ (3.41)
,"Espiritu, Yen",32,100.0%,100.0%,4.50,B+ (3.41)
,"Espiritu, Yen",32,100.0%,100.0%,4.50,B+ (3.41)
,"Espiritu, Yen",32,100.0%,100.0%,4.50,B+ (3.41)
,"Kaplan, Sara Clarke",34,100.0%,100.0%,6.50,B+ (3.65)
ETHN 100C,"Fuste, Jose Ignacio",19,100.0%,100.0%,4.17,N/A
ETHN 100C,"Fuste, Jose Ignacio",19,100.0%,100.0%,4.17,N/A
,"Kheshti, Roshanak",27,100.0%,100.0%,4.10,A (4.00)
,"Kheshti, Roshanak",27,100.0%,100.0%,4.10,A (4.00)
,"Yang, K. Wayne",38,100.0%,100.0%,6.67,A (4.00)
,"Yang, K. Wayne",38,100.0%,100.0%,6.67,A (4.00)
,"Hernandez, Jillian",10,100.0%,100.0%,9.50,N/A
,"Frank, Ross H.",18,90.0%,90.0%,9.30,N/A
ETHN 100B,"Taylor-Garcia, Daphne",23,71.4%,42.9%,2.50,B+ (3.62)
ETHN 100B,"Taylor-Garcia, Daphne",23,71.4%,42.9%,2.50,B+ (3.62)
,"Patel, Shaista",33,95.0%,100.0%,5.26,B (3.13)
,"Marez, Curtis F.",41,57.1%,66.7%,3.00,B+ (3.64)
,"Vora, Kalindi",33,88.9%,100.0%,5.17,B+ (3.54)
,"Vora, Kalindi",33,88.9%,100.0%,5.17,B+ (3.54)
,"Vora, Kalindi",33,88.9%,100.0%,5.17,B+ (3.54)
,"Streeby, Shelley",30,81.8%,72.7%,6.72,A- (3.89)
SIO 15,"Laske, Gabi",53,86.7%,93.3%,4.10,A- (3.78)
SIO 15,"Laske, Gabi",53,86.7%,93.3%,4.10,A- (3.78)
SIO 15,"Laske, Gabi",53,86.7%,93.3%,4.10,A- (3.78)
SIO 15,"Laske, Gabi",53,86.7%,93.3%,4.10,A- (3.78)
SIO 15,"Laske, Gabi",53,86.7%,93.3%,4.10,A- (3.78)
SIO 15,"Laske, Gabi",53,86.7%,93.3%,4.10,A- (3.78)
SIO 15,"Laske, Gabi",53,86.7%,93.3%,4.10,A- (3.78)
SIO 15,"Laske, Gabi",53,86.7%,93.3%,4.10,A- (3.78)
SIO 15,"Laske, Gabi",53,86.7%,93.3%,4.10,A- (3.78)
SIO 15,"Laske, Gabi",53,86.7%,93.3%,4.10,A- (3.78)
SIO 15,"Laske, Gabi",53,86.7%,93.3%,4.10,A- (3.78)
SIO 15,"Laske, Gabi",53,86.7%,93.3%,4.10,A- (3.78)
,"Cook, Matthew James",30,100.0%,100.0%,4.50,B (3.12)
,"Laske, Gabi                        ",391,98.8%,98.8%,3.23,A- (3.71)
,"Laske, Gabi                        ",391,98.8%,98.8%,3.23,A- (3.71)
,"Laske, Gabi                        ",391,98.8%,98.8%,3.23,A- (3.71)
,"Laske, Gabi                        ",391,98.8%,98.8%,3.23,A- (3.71)
,"Laske, Gabi                   ",186,98.3%,100.0%,2.50,A- (3.80)
SOCI 130,"BROWNELL, PETER B.",61,58.8%,41.2%,3.44,B+ (3.44)
,"Beck, Audrey N.",23,50.0%,100.0%,7.00,B+ (3.31)
,"Linton, April                      ",117,87.0%,89.1%,5.21,B+ (3.37)
,"Linton, April                 ",59,91.4%,100.0%,3.58,B (3.14)
SIO 16,"Gee, Jeffrey S",85,80.8%,92.3%,3.12,B- (2.99)
SIO 16,"Gee, Jeffrey S",85,80.8%,92.3%,3.12,B- (2.99)
SIO 16,"Gee, Jeffrey S",85,80.8%,92.3%,3.12,B- (2.99)
SIO 16,"Gee, Jeffrey S",85,80.8%,92.3%,3.12,B- (2.99)
SIO 16,"Gee, Jeffrey S",85,80.8%,92.3%,3.12,B- (2.99)
,"Gee, Jeffrey S                     ",58,81.0%,100.0%,3.55,B- (2.94)
,"Gee, Jeffrey S                     ",58,81.0%,100.0%,3.55,B- (2.94)
,"Gee, Jeffrey S                     ",58,81.0%,100.0%,3.55,B- (2.94)
,"Gee, Jeffrey S                     ",58,81.0%,100.0%,3.55,B- (2.94)
,"Gee, Jeffrey S                ",41,79.2%,87.5%,3.89,B- (2.97)
TDDR 111,"Castro, Robert Jess",19,55.6%,66.7%,3.17,N/A
TDDR 111,"Castro, Robert Jess",19,55.6%,66.7%,3.17,N/A
TDDR 111,"Castro, Robert Jess",19,55.6%,66.7%,3.17,N/A
TDDR 111,"Castro, Robert Jess",19,55.6%,66.7%,3.17,N/A
TDDR 111,"Castro, Robert Jess",19,55.6%,66.7%,3.17,N/A
TDDR 111,"Castro, Robert Jess",19,55.6%,66.7%,3.17,N/A
TDDR 111,"Castro, Robert Jess",19,55.6%,66.7%,3.17,N/A
TDDR 111,"Castro, Robert Jess",19,55.6%,66.7%,3.17,N/A
TDDR 111,"Castro, Robert Jess",19,55.6%,66.7%,3.17,N/A
,"Carmody, James",16,100.0%,66.7%,3.17,N/A
,"Carmody, James",16,100.0%,66.7%,3.17,N/A
,"Carmody, James",16,100.0%,66.7%,3.17,N/A
,"Carmody, James",16,100.0%,66.7%,3.17,N/A
,"Stalling, Vanessa",19,94.1%,100.0%,4.74,N/A
,"Brody, Joshua Kahan",11,100.0%,100.0%,6.79,N/A
,"Castro, Robert Jess                ",16,40.0%,80.0%,4.90,N/A
,"Castro, Robert Jess                ",16,40.0%,80.0%,4.90,N/A
,"Rouse, John Samuel                 ",16,66.7%,50.0%,7.17,N/A
,"Tompa, Gabor                       ",13,50.0%,25.0%,1.00,N/A
,"Tompa, Gabor                       ",13,50.0%,25.0%,1.00,N/A
,"Carmody, James                     ",21,100.0%,100.0%,5.83,A (4.00)
LTWR 120,"Lerer, Seth",23,100.0%,100.0%,3.70,A- (3.97)
LTWR 120,"Lerer, Seth",23,100.0%,100.0%,3.70,A- (3.97)
,"Wilkinson, Marco",23,100.0%,100.0%,4.21,A- (3.92)
,"Wilkinson, Marco",23,100.0%,100.0%,4.21,A- (3.92)
,"Freilicher, Melvyn Stanley",16,100.0%,100.0%,4.00,N/A
,"Freilicher, Melvyn Stanley",16,100.0%,100.0%,4.00,N/A
,"Freilicher, Melvyn Stanley",16,100.0%,100.0%,4.00,N/A
,"Freilicher, Melvyn Stanley",16,100.0%,100.0%,4.00,N/A
,"Freilicher, Melvyn Stanley",16,100.0%,100.0%,4.00,N/A
,"Freilicher, Melvyn Stanley",16,100.0%,100.0%,4.00,N/A
,"Forbes, Camille",23,100.0%,100.0%,4.15,B (3.29)
,"Forbes, Camille",23,100.0%,100.0%,4.15,B (3.29)
,"Morales Munoz, Fran Ilich",21,100.0%,20.0%,2.10,B+ (3.52)
,"Verdicchio, Pasquale",19,100.0%,100.0%,3.30,N/A
,"Verdicchio, Pasquale",19,100.0%,100.0%,3.30,N/A
,"Doller, Ben",11,100.0%,100.0%,10.50,N/A
,"Chadburn, Melissa",20,84.6%,84.6%,4.19,B+ (3.52)
,"Doller, Ben                        ",20,100.0%,100.0%,4.50,B+ (3.62)
,"Freilicher, Melvyn Stanley         ",23,100.0%,100.0%,5.59,B+ (3.51)
,"Freilicher, Melvyn Stanley         ",23,100.0%,100.0%,5.59,B+ (3.51)
,"Carmody, Teresa                    ",23,100.0%,100.0%,5.39,A- (3.86)
,"Springer, Anna Joy                 ",19,100.0%,85.7%,8.21,N/A
,"Springer, Anna Joy                 ",19,100.0%,85.7%,8.21,N/A
,"Starnaman, Sabrina                 ",17,100.0%,100.0%,5.83,N/A
,"Rivera-Garza, Cristina             ",18,92.9%,64.3%,3.93,N/A
,"Howe, Fanny                   ",18,100.0%,93.3%,4.63,N/A
,"Liebegott, Ali                ",18,92.9%,100.0%,6.36,N/A
,"Liebegott, Ali                ",18,92.9%,100.0%,6.36,N/A
LTWR 121,"Freilicher, Melvyn Stanley",20,100.0%,60.0%,5.70,B+ (3.33)
LTWR 121,"Freilicher, Melvyn Stanley",20,100.0%,60.0%,5.70,B+ (3.33)
LTWR 121,"Freilicher, Melvyn Stanley",20,100.0%,60.0%,5.70,B+ (3.33)
,"Darini, Bruna Maria",12,100.0%,100.0%,3.00,N/A
,"Crane, Antonia",15,100.0%,100.0%,6.25,N/A
,"Freilicher, Melvyn Stanley         ",22,100.0%,100.0%,4.35,B+ (3.49)
,"Freilicher, Melvyn Stanley         ",22,100.0%,100.0%,4.35,B+ (3.49)
,"Freilicher, Melvyn Stanley         ",22,100.0%,100.0%,4.35,B+ (3.49)
,"Freilicher, Melvyn Stanley         ",22,100.0%,100.0%,4.35,B+ (3.49)
